0,0,0,0,0,0,0,26,10,10,10,10,10,10,10,10,10,10,28,0,0,0,0,0,0,0,26,10,10,10,28,0,0,0,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,26,28,0,0,26,28,0,26,28,0,0,26,28,0,0,
13,0,0,11,12,12,12,10,10,10,10,10,10,10,10,10,10,10,28,0,0,0,0,0,0,0,26,10,10,10,28,0,0,0,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,26,28,0,0,26,28,0,26,28,0,0,26,28,0,0,
0,0,0,0,0,0,0,26,42,43,44,10,10,10,10,10,10,10,28,0,0,0,0,0,0,0,26,10,10,10,28,0,0,0,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,26,28,0,0,26,28,0,26,28,0,0,26,28,0,0,
0,11,12,12,12,12,12,10,50,51,52,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,35,35,35,35,36,0,0,0,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,26,28,0,0,26,28,0,26,28,0,0,26,28,0,0,
0,0,0,0,0,0,0,26,50,0,52,10,10,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,10,10,10,10,35,35,35,35,35,10,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,26,28,0,0,26,28,0,26,28,0,0,26,28,0,0,
0,0,0,0,0,0,0,26,58,59,60,10,10,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,10,10,10,28,0,0,0,0,0,26,10,10,10,10,10,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,26,28,0,0,26,28,0,26,28,0,0,34,36,0,0,
12,12,12,13,0,11,12,10,42,43,43,43,43,43,43,43,43,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,10,10,10,28,0,0,0,0,0,26,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,26,28,0,0,26,28,0,26,28,0,0,0,0,0,0,
0,0,0,0,0,0,0,26,50,0,0,0,0,0,0,0,0,52,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,35,35,35,36,0,0,0,0,0,26,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,26,28,0,0,26,28,0,26,28,0,0,0,0,0,0,
12,12,12,12,12,12,12,10,50,0,0,0,0,0,0,0,0,52,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,10,10,10,10,10,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,26,28,0,0,34,36,0,26,28,0,0,0,0,0,0,
0,0,0,0,0,0,0,26,58,59,59,59,59,59,59,59,59,60,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,34,36,0,0,0,0,0,26,28,0,0,0,0,0,0,
12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,12,12,12,12,12,12,12,12,12,35,35,35,35,35,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,0,0,0,0,0,0,0,0,34,36,0,0,0,0,0,0,
0,0,0,0,0,0,0,26,10,10,10,10,10,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,12,12,12,12,12,12,35,35,35,35,35,35,35,35,35,35,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,2,19,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,2,3,0,0,0,0,0,0,0,0,0,0,18,10,10,10,10,10,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,12,12,12,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,11,12,10,10,10,10,10,20,0,0,0,0,0,0,0,0,9,10,10,10,10,10,10,10,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,10,10,10,28,0,0,0,0,0,0,0,9,10,10,10,10,10,10,10,10,10,28,0,0,18,19,19,19,2,2,2,20,0,0,0,0,0,0,0,0,0,0,
